Brand,Perfume,Gender,Rating Value,Rating Count,Year,Main Accords,Top,Middle,Base,Perfumer1,url
TRNP,Bulgakov Limited Edition,unisex,69,7,2021.0,"['Amber', 'Floral', 'Soft Spicy', 'Fresh Spicy', 'Anis']","['Star Anise', 'Caraway', 'Lavender']","['Jasmine', 'Red Rose']","['Amber', 'Honey', 'Styrax', 'Agarwood (Oud)', 'Labdanum', 'Vanilla']",,https://www.fragrantica.com/perfume/TRNP/Bulgakov-Limited-Edition-71902.html
TRNP,Byzantium,unisex,77,20,2017.0,"['Citrus', 'Amber', 'Woody', 'Fresh Spicy', 'Aromatic']","['Citruses', 'Bergamot', 'Cypress']","['Jasmine', 'Ambrette (Musk Mallow)', 'Turkish Rose']","['Benzoin', 'Labdanum', 'Patchouli']",Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Byzantium-44597.html
TRNP,D Aguilar,unisex,92,15,,"['Citrus', 'Aromatic', 'Fresh Spicy', 'Herbal', 'Green']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/D-Aguilar-77922.html
TRNP,Dorje,unisex,75,4,,"['Fresh Spicy', 'Woody', 'Aromatic', 'Amber', 'Oud']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Dorje-77981.html
TRNP,Earl Grey,unisex,87,9,2016.0,"['Woody', 'Citrus', 'Mossy', 'White Floral', 'Earthy']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Earl-Grey-37122.html
TRNP,Embers,unisex,85,100,2015.0,"['Warm Spicy', 'Amber', 'Vanilla', 'Woody', 'Rose']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Embers-31686.html
TRNP,Embers 2012,unisex,62,9,,"['Amber', 'Woody', 'Rose', 'Powdery']",[],[],"['Amber', 'Sandalwood']",,https://www.fragrantica.com/perfume/TRNP/Embers-2012-71905.html
TRNP,Embers 2020,unisex,70,16,2020.0,"['Amber', 'Rose', 'Animalic']",[],[],"['Amber', 'Sandalwood']",,https://www.fragrantica.com/perfume/TRNP/Embers-2020-71904.html
TRNP,Fleurs Sauvages,unisex,82,34,2015.0,"['White Floral', 'Herbal', 'Musky', 'Sweet', 'Lavender']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Fleurs-Sauvages-31687.html
TRNP,Free Spirit,unisex,78,11,2015.0,"['Woody', 'Aromatic', 'Fresh Spicy', 'Citrus']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Free-Spirit-31688.html
TRNP,Gossamer Roads,unisex,88,5,,"['Amber', 'Rose', 'Woody', 'Oud', 'Floral']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Gossamer-Roads-45671.html
TRNP,Hanky Panky,unisex,83,7,2015.0,"['Floral', 'Tropical', 'Patchouli', 'Yellow Floral', 'Woody']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Hanky-Panky-31691.html
TRNP,Heartache of the Hua Mei,unisex,91,9,2022.0,"['Citrus', 'Floral', 'Fresh Spicy', 'Green', 'Amber']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Heartache-of-the-Hua-Mei-76044.html
TRNP,Honey Amber,unisex,82,25,2015.0,"['Amber', 'Woody', 'Yellow Floral', 'Vanilla', 'Sweet']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Honey-Amber-69290.html
TRNP,Hussar,unisex,89,11,2017.0,"['Aromatic', 'Woody', 'Fresh Spicy', 'Leather', 'Amber']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Hussar-44598.html
TRNP,Incense,unisex,67,6,2015.0,"['Woody', 'Fresh Spicy', 'Aromatic', 'Amber']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Incense-42698.html
TRNP,Kafka,unisex,75,17,2021.0,"['Amber', 'Woody', 'Patchouli', 'Leather', 'Floral']",[],[],[],,https://www.fragrantica.com/perfume/TRNP/Kafka-71899.html
TRNP,Labyrinth,unisex,82,10,2017.0,"['Amber', 'Warm Spicy', 'Woody', 'Citrus', 'Rose']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Labyrinth-44599.html
TRNP,Lemongrass,unisex,76,9,,"['Green', 'Aromatic', 'Woody', 'Earthy', 'Balsamic']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Lemongrass-45621.html
TRNP,Lemuria,unisex,89,15,2016.0,"['Floral', 'Sweet', 'Vanilla', 'Aromatic']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Lemuria-37123.html
TRNP,Lyonesse,unisex,84,5,,"['Woody', 'Amber', 'Aromatic', 'Fresh Spicy', 'Musky']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Lyonesse-45623.html
TRNP,Magus,unisex,83,15,,"['Warm Spicy', 'Amber', 'Woody', 'Rose', 'Powdery']","['Taif Rose', 'Jasmine', 'Jasmine Sambac']","['Clove', 'Cardamom', 'Vanilla', 'Ambrette (Musk Mallow)']","['Saffron', 'Sandalwood', 'Myrrh', 'Olibanum', 'Agarwood (Oud)']",,https://www.fragrantica.com/perfume/TRNP/Magus-71908.html
TRNP,Mahila,unisex,90,23,2016.0,"['Citrus', 'Amber', 'Woody', 'Floral', 'Warm Spicy']","['Bitter Orange', 'Italian Tangerine', 'Pink Grapefruit']","['Ylang-Ylang', 'Champaca', 'Ambrette (Musk Mallow)', 'Damask Rose', 'Frangipani']","['Olibanum', 'Benzoin', 'Haitian Vetiver', 'Patchouli', 'Labdanum', 'Sandalwood', 'Vanilla', 'Agarwood (Oud)']",Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Mahila-45096.html
TRNP,Mary Jane,unisex,73,12,,"['Green', 'Aromatic', 'Woody', 'White Floral', 'Earthy']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Mary-Jane-45672.html
TRNP,May Rose,unisex,86,16,2015.0,"['Aromatic', 'Rose', 'Citrus', 'Woody', 'Floral']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/May-Rose-31689.html
TRNP,Mekong,unisex,62,8,2021.0,"['Citrus', 'Fresh Spicy', 'Green', 'Aromatic', 'Floral']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Mekong-71867.html
TRNP,Meta,unisex,80,13,2016.0,"['Patchouli', 'Amber', 'Woody', 'Warm Spicy', 'Earthy']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Meta-44615.html
TRNP,Mikhail,unisex,78,10,,"['Citrus', 'Woody', 'Aromatic', 'Green', 'Earthy']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Mikhail-45624.html
TRNP,Mogra Mayura,unisex,82,12,,"['Fresh Spicy', 'Oud', 'Citrus', 'Aromatic', 'Woody']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Mogra-Mayura-77982.html
TRNP,Nefertum,unisex,88,36,2019.0,"['Warm Spicy', 'Amber', 'Rose', 'Floral', 'Cinnamon']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Nefertum-56680.html
TRNP,Night Song Devotion,unisex,94,7,,"['Amber', 'Floral', 'Sweet', 'Oud', 'Vanilla']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Night-Song-Devotion-77983.html
TRNP,Oasis,unisex,85,8,2017.0,"['Floral', 'White Floral', 'Sweet', 'Yellow Floral', 'Tropical']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Oasis-44600.html
TRNP,Oudh Batavia,unisex,75,12,2020.0,"['Warm Spicy', 'Cinnamon', 'Fresh Spicy', 'Woody', 'Citrus']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Oudh-Batavia-64178.html
TRNP,Pagan,unisex,88,15,,"['Woody', 'Leather', 'White Floral', 'Yellow Floral', 'Earthy']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Pagan-45673.html
TRNP,Pagan Oudh,unisex,95,8,2020.0,"['Woody', 'Oud', 'White Floral', 'Leather', 'Yellow Floral']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Pagan-Oudh-77980.html
TRNP,Prayer,unisex,80,11,2021.0,"['Woody', 'Aromatic', 'Balsamic']","['Amyris', 'Australian Sandalwood', 'Cypress']","['Australian Sandalwood', 'Sandalwood', 'Atlas Cedar', 'Palisander Rosewood', 'Tolu Balsam', 'Olibanum', 'Opoponax']","['Copal', 'Olibanum', 'Pine']",,https://www.fragrantica.com/perfume/TRNP/Prayer-71909.html
TRNP,Quintessence 21,unisex,96,9,2021.0,"['Woody', 'Citrus', 'Earthy', 'Powdery', 'Warm Spicy']","['Bergamot', 'Lemon']","['Jasmine', 'Damask Rose', 'Madagascar Ylang-Ylang']","['Tonka Bean', 'Orris', 'Sandalwood', 'Oakmoss', 'Patchouli']",,https://www.fragrantica.com/perfume/TRNP/Quintessence-21-71898.html
TRNP,Rococo,unisex,79,16,,"['White Floral', 'Tuberose', 'Animalic']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Rococo-45625.html
TRNP,Rosa Limited Edition,unisex,85,21,2021.0,"['Amber', 'Balsamic', 'Woody', 'Rose', 'Warm Spicy']","['Rose', 'Tuberose', 'Magnolia']","['Copaiba Balm', 'Peru Balsam', 'Copal', 'Tolu Balsam', 'Palisander Rosewood', 'Narcissus', 'Cedar']","['Red Sandalwood', 'Tonka Bean', 'Styrax', 'Civet', 'Tobacco']",,https://www.fragrantica.com/perfume/TRNP/Rosa-Limited-Edition-71903.html
TRNP,Rose Potion,unisex,88,33,2016.0,"['Rose', 'Floral', 'Musky', 'Woody']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Rose-Potion-37121.html
TRNP,Sacred,unisex,73,15,,"['Aromatic', 'Woody', 'Sweet', 'Fresh Spicy', 'Herbal']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Sacred-45667.html
TRNP,Yasym,unisex,73,6,2015.0,"['Amber', 'White Floral', 'Sweet', 'Yellow Floral', 'Powdery']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Yasym-31692.html
TRNP,Arcadia,unisex,80,9,,"['Citrus', 'Floral', 'White Floral', 'Aromatic', 'Fruity']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Arcadia-62104.html
TRNP,Avant Gardenia,unisex,82,30,2019.0,"['White Floral', 'Floral', 'Woody', 'Amber', 'Warm Spicy']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Avant-Gardenia-61431.html
TRNP,Pink Lotus,unisex,94,7,,"['Rose', 'Floral']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Pink-Lotus-62548.html
TRNP,Barcelona,unisex,95,8,2016.0,"['Woody', 'Fresh Spicy', 'Aromatic', 'Amber', 'Conifer']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Barcelona-37117.html
TRNP,Calme Tranquille,unisex,100,4,2018.0,"['Fresh Spicy', 'Aromatic', 'Herbal', 'Citrus', 'Woody']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Calme-Tranquille-51954.html
TRNP,Eau Naturel,unisex,90,10,2018.0,"['Amber', 'Woody', 'Powdery', 'Warm Spicy', 'Earthy']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Eau-Naturel-51955.html
TRNP,Energique,unisex,92,5,2018.0,"['Woody', 'Aromatic', 'Fresh Spicy', 'Balsamic', 'Citrus']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Energique-51956.html
TRNP,Janpath,unisex,89,7,2016.0,"['Warm Spicy', 'Cinnamon', 'Citrus', 'Balsamic', 'Aromatic']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Janpath-37119.html
TRNP,Moonlight,unisex,88,10,2016.0,"['Aromatic', 'Woody', 'Citrus', 'Fresh Spicy', 'Yellow Floral']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Moonlight-37118.html
TRNP,Petite Brise,unisex,89,16,2018.0,"['White Floral', 'Woody', 'Fruity', 'Citrus', 'Sweet']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Petite-Brise-51957.html
TRNP,Tansy,unisex,95,4,2016.0,"['Aromatic', 'Lavender', 'Fresh Spicy', 'Herbal', 'Woody']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Tansy-37120.html
TRNP,Bulgakov,unisex,84,16,2018.0,"['Woody', 'Earthy', 'Anis', 'Soft Spicy', 'Citrus']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Bulgakov-51945.html
TRNP,Pagan,unisex,78,11,2018.0,"['White Floral', 'Woody', 'Yellow Floral', 'Floral', 'Musky']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Pagan-51947.html
TRNP,Siddartha,men,88,5,2018.0,"['Woody', 'Warm Spicy', 'Patchouli', 'Citrus', 'Musky']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Siddartha-51946.html
TRNP,Sylvana,unisex,100,4,2018.0,"['White Floral', 'Mossy', 'Earthy', 'Aromatic', 'Fresh Spicy']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Sylvana-51948.html
TRNP,Audrey,unisex,100,3,2016.0,"['Vanilla', 'Patchouli', 'Woody', 'Powdery', 'Earthy']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Audrey-42104.html
TRNP,Dragonboat,unisex,83,48,2016.0,"['White Floral', 'Fruity', 'Green', 'Floral', 'Fresh']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Dragonboat-42103.html
TRNP,Tea Rose Mimosa,unisex,85,17,2016.0,"['Rose', 'Yellow Floral', 'Floral', 'Powdery', 'Amber']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Tea-Rose-Mimosa-42102.html
TRNP,Blossom,unisex,80,3,2018.0,"['Yellow Floral', 'Woody', 'Sweet', 'White Floral', 'Floral']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Blossom-51953.html
TRNP,Kodama mu ling,unisex,86,21,2018.0,"['Woody', 'Aromatic', 'Fresh Spicy', 'White Floral', 'Sweet']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Kodama-mu-ling-51950.html
TRNP,Light,unisex,100,3,2018.0,"['Floral', 'Woody', 'Tropical', 'White Floral', 'Aquatic']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Light-51952.html
TRNP,Versailles,unisex,90,6,2018.0,"['Tuberose', 'White Floral', 'Woody', 'Citrus', 'Animalic']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Versailles-51951.html
TRNP,Garden of Pleasures,unisex,88,38,2019.0,"['Floral', 'Oud', 'Woody', 'Tropical', 'Powdery']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Garden-of-Pleasures-62083.html
TRNP,Servilia s Pearl,unisex,92,5,,"['Oud', 'Rose', 'Animalic', 'Floral']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Servilia-s-Pearl-77984.html
TRNP,Tallemaja Boreal,unisex,93,3,,"['Woody', 'Aromatic', 'Green', 'Fresh Spicy', 'Citrus']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Tallemaja-Boreal-78161.html
TRNP,Anjana,unisex,93,6,2018.0,"['Citrus', 'Green', 'Tuberose', 'White Floral', 'Floral']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Anjana-51958.html
TRNP,Gulaab,unisex,80,1,2018.0,"['Rose', 'Patchouli', 'Woody', 'Amber', 'Earthy']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Gulaab-51959.html
TRNP,Irises,unisex,87,19,2018.0,"['Woody', 'Earthy', 'Powdery', 'Iris', 'Mossy']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Irises-51960.html
TRNP,Mozas del Agua,men,84,25,2018.0,"['Citrus', 'Woody', 'Aromatic', 'Patchouli', 'Earthy']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Mozas-del-Agua-51964.html
TRNP,Nepenthe,unisex,95,4,2018.0,"['Floral', 'Woody', 'Tropical', 'Powdery', 'Warm Spicy']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Nepenthe-51963.html
TRNP,Ruh Khus,unisex,100,1,2018.0,"['Woody', 'Aromatic', 'Green', 'Citrus', 'Powdery']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Ruh-Khus-51961.html
TRNP,Taif Rose,unisex,85,16,2018.0,"['Amber', 'Woody', 'Rose', 'Vanilla', 'Powdery']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Taif-Rose-52053.html
TRNP,Tenderness,unisex,90,2,2018.0,"['Citrus', 'Aromatic', 'Rose', 'Floral', 'Fresh Spicy']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Tenderness-51962.html
TRNP,Artemis,unisex,78,8,2016.0,"['Woody', 'Aromatic', 'Fresh Spicy', 'Earthy', 'Citrus']",[],"['Cypress', 'Indonesian Patchouli Leaf']","['Cypriol Oil Or Nagarmotha', 'Vetiver', 'Olibanum']",Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Artemis-41254.html
TRNP,Jasmine Yuzu,unisex,88,17,2016.0,"['White Floral', 'Citrus', 'Yellow Floral', 'Sweet', 'Floral']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Jasmine-Yuzu-41255.html
TRNP,Mogra,unisex,82,17,2016.0,"['Mossy', 'White Floral', 'Aromatic', 'Earthy', 'Fresh Spicy']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Mogra-41256.html
TRNP,Ambrosia,unisex,76,9,2017.0,"['Floral', 'Tropical', 'Citrus', 'White Floral', 'Woody']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Ambrosia-47019.html
TRNP,Antarctica,unisex,97,14,2017.0,"['Ozonic', 'Tuberose', 'Mossy', 'Green', 'Aquatic']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Antarctica-47018.html
TRNP,Lili,unisex,75,8,2017.0,"['Citrus', 'White Floral', 'Fresh Spicy', 'Fresh', 'Green']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Lili-47021.html
TRNP,Night Song,unisex,90,62,2017.0,"['Amber', 'Floral', 'Sweet', 'Warm Spicy', 'Oud']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Night-Song-47027.html
TRNP,Odile New Edition,unisex,93,3,2017.0,"['Leather', 'Iris', 'Green', 'Yellow Floral', 'Powdery']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Odile-New-Edition-47041.html
TRNP,Ritual,unisex,97,13,2017.0,"['Tuberose', 'Tobacco', 'Citrus', 'White Floral', 'Woody']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Ritual-47028.html
TRNP,Rose Embers,unisex,79,15,2017.0,"['Rose', 'Green', 'Woody', 'Amber', 'Warm Spicy']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Rose-Embers-47020.html
TRNP,Wan Chai,unisex,83,40,2017.0,"['Warm Spicy', 'Cinnamon', 'Amber', 'Oud', 'Rose']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Wan-Chai-47029.html
TRNP,Zeeba,unisex,81,27,2017.0,"['Oud', 'Woody', 'Rose', 'Powdery', 'Warm Spicy']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Zeeba-47030.html
TRNP,Body,unisex,80,3,2016.0,"['Floral', 'Citrus', 'White Floral', 'Tropical', 'Lactonic']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Body-41285.html
TRNP,Mind,unisex,80,3,2016.0,"['Amber', 'Vanilla', 'Woody', 'Citrus', 'Rose']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Mind-41284.html
TRNP,Spirit,unisex,88,5,2016.0,"['White Floral', 'Yellow Floral', 'Fruity', 'Floral', 'Lavender']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Spirit-41286.html
TRNP,Gondwana,unisex,80,12,2016.0,"['Aromatic', 'Fresh Spicy', 'Woody', 'Lavender', 'Mossy']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Gondwana-38515.html
TRNP,Mokaya,unisex,79,42,2016.0,"['White Floral', 'Patchouli', 'Warm Spicy', 'Woody', 'Sweet']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Mokaya-38516.html
TRNP,Myrrh,unisex,80,6,2016.0,"['Warm Spicy', 'Amber', 'Floral', 'Citrus', 'Aromatic']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Myrrh-38518.html
TRNP,Quintessence,unisex,87,22,2016.0,"['Citrus', 'Yellow Floral', 'Woody', 'White Floral', 'Aromatic']","['Bergamot', 'Lemon', 'Clary Sage', 'Mandarin Orange']","['Madagascar Ylang-Ylang', 'Jasmine', 'Damask Rose', 'Mimosa']","['Orris Root', 'Patchouli', 'Sandalwood']",Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Quintessence-38722.html
TRNP,Snowfall,unisex,89,7,2016.0,"['Fresh Spicy', 'White Floral', 'Tuberose', 'Citrus', 'Floral']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Snowfall-38517.html
TRNP,East,unisex,90,33,2017.0,"['Floral', 'Woody', 'Amber', 'Yellow Floral', 'White Floral']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/East-45080.html
TRNP,La Selva Sagrada,unisex,88,5,2017.0,"['Floral', 'White Floral', 'Yellow Floral', 'Citrus', 'Tuberose']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/La-Selva-Sagrada-45078.html
TRNP,Odile,unisex,80,3,2017.0,"['Woody', 'Earthy']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Odile-45093.html
TRNP,Pema,unisex,96,9,2017.0,"['Rose', 'Woody', 'Powdery', 'Warm Spicy']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Pema-45095.html
TRNP,Ruby,unisex,90,10,2017.0,"['Rose', 'Cacao', 'Warm Spicy', 'Floral', 'Patchouli']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Ruby-45094.html
TRNP,Tallemaja,unisex,81,28,2017.0,"['Woody', 'Aromatic', 'Rose', 'Patchouli', 'Floral']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Tallemaja-45079.html
TRNP,Tristan,unisex,84,5,2017.0,"['Green', 'Earthy', 'Mossy', 'Fresh', 'Yellow Floral']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Tristan-45081.html
TRNP,Yseult,unisex,93,6,2017.0,"['Aromatic', 'Floral', 'Earthy', 'Mossy', 'Fresh Spicy']",[],[],[],Teone Reinthal,https://www.fragrantica.com/perfume/TRNP/Yseult-45082.html
Tory Burch,Bel Azur,women,76,287,2017.0,"['Citrus', 'Woody', 'Floral', 'Aromatic', 'Fresh Spicy']",[],"['Neroli', 'Peony']","['Cedar', 'Vetiver']",,https://www.fragrantica.com/perfume/Tory-Burch/Bel-Azur-45570.html
Tory Burch,Just Like Heaven,women,81,149,2018.0,"['Green', 'Floral', 'Vanilla', 'Fresh Spicy', 'Sweet']","['Hyacinth', 'Rhubarb', 'Mandarin Orange']","['Heliotrope', 'Ylang-Ylang']",[],,https://www.fragrantica.com/perfume/Tory-Burch/Just-Like-Heaven-48738.html
Tory Burch,Knock On Wood,women,77,64,2019.0,"['Citrus', 'Aromatic', 'Woody', 'Rose', 'Floral']",[],"['Turkish Rose', 'Magnolia']",[],,https://www.fragrantica.com/perfume/Tory-Burch/Knock-On-Wood-55657.html
Tory Burch,Nuit Azur,women,73,91,2018.0,"['Woody', 'Citrus', 'White Floral', 'Floral', 'Fruity']","['Sicilian Mandarin', 'Fig', 'Violet Leaves']","['Orange Blossom', 'Freesia', 'Peony', 'Jasmine Sambac']","['Vetiver', 'Cedar', 'Patchouli', 'Musk']",,https://www.fragrantica.com/perfume/Tory-Burch/Nuit-Azur-50758.html
Tory Burch,Tory Burch,women,71,"1,054",2013.0,"['Citrus', 'Floral', 'Fresh', 'Powdery', 'White Floral']","['Mandarin Orange', 'Grapefruit', 'Neroli', 'Pink Pepper', 'Cassis']","['Peony', 'Jasmine', 'Carrot Seeds', 'Alyssum', 'Tuberose', 'Mimosa']","['White Musk', 'Vetiver', 'Sandalwood', 'Cedar']",,https://www.fragrantica.com/perfume/Tory-Burch/Tory-Burch-19041.html
Tory Burch,Tory Burch Absolu,women,77,123,2015.0,"['White Floral', 'Woody', 'Rose', 'Soft Spicy', 'Green']","['Lily-Of-The-Valley', 'Pink Pepper', 'Black Currant']","['Rose', 'Tuberose', 'Jasmine Sambac']","['Cedar', 'Vetiver', 'Sandalwood', 'Vanilla']",,https://www.fragrantica.com/perfume/Tory-Burch/Tory-Burch-Absolu-31845.html
Tory Burch,Tory Burch Perfume,women,78,21,2015.0,"['Citrus', 'Floral', 'White Floral', 'Powdery', 'Woody']","['Mandarin Orange', 'Grapefruit', 'Pink Pepper', 'Neroli', 'Cassis']","['Tuberose', 'Jasmine', 'Alyssum', 'Mimosa', 'Peony', 'Carrot Seeds']","['Sandalwood', 'White Musk', 'Vetiver', 'Cedar']",,https://www.fragrantica.com/perfume/Tory-Burch/Tory-Burch-Perfume-33573.html
Tory Burch,Cosmic Wood,women,70,64,2022.0,"['Aromatic', 'Musky', 'Floral', 'Woody', 'Earthy']","['Ambrette (Musk Mallow)', 'Cardamom']","['Jasmine', 'Sage']",[],,https://www.fragrantica.com/perfume/Tory-Burch/Cosmic-Wood-76811.html
Tory Burch,Divine Moon,women,72,89,2022.0,"['White Floral', 'Honey', 'Sweet', 'Citrus', 'Woody']","['Bergamot', 'Rhubarb']","['Lady Of The Night Flower', 'Honey']","['Sandalwood', 'Almond Milk']",,https://www.fragrantica.com/perfume/Tory-Burch/Divine-Moon-76810.html
Tory Burch,Electric Sky,women,77,131,2022.0,"['Aromatic', 'Green', 'Woody', 'Violet', 'Herbal']","['Blue Sage', 'Violet']","['Cactus Flower', 'Lavender']","['Palo Santo', 'Vetiver']",,https://www.fragrantica.com/perfume/Tory-Burch/Electric-Sky-76809.html
Tory Burch,Mystic Geranium,women,73,39,2022.0,"['Fresh Spicy', 'Aromatic', 'Musky', 'Floral', 'Rose']",[],"['Geranium', 'Lotus']","['Musk', 'Cedar']",,https://www.fragrantica.com/perfume/Tory-Burch/Mystic-Geranium-76813.html
Tory Burch,Sublime Rose,women,77,78,2022.0,"['Rose', 'Floral', 'Fruity', 'Woody', 'Patchouli']","['Rose Water', 'Black Currant']","['Rose', 'Freesia']","['Patchouli', 'Dreamwood']",,https://www.fragrantica.com/perfume/Tory-Burch/Sublime-Rose-76812.html
