Brand,Perfume,Gender,Rating Value,url,drop_reason
Estiara,Fashion Sports Ice,women,,https://www.fragrantica.com/perfume/Estiara/Fashion-Sports-Ice-27740.html,duplicate (earlier occurrence)
Estiara,X Fashion,men,80.0,https://www.fragrantica.com/perfume/Estiara/X-Fashion-27797.html,duplicate (earlier occurrence)
Farmacia SS Annunziata,Whisky Oud,unisex,81.0,https://www.fragrantica.com/perfume/Farmacia-SS-Annunziata/Whisky-Oud-54867.html,duplicate (earlier occurrence)
Flumen Profumi,Adagio,unisex,80.0,https://www.fragrantica.com/perfume/Flumen-Profumi/Adagio-51541.html,duplicate (earlier occurrence)
Good Chemistry,Sugar Berry,women,89.0,https://www.fragrantica.com/perfume/Good-Chemistry/Sugar-Berry-65429.html,duplicate (earlier occurrence)
Goutal,Eau de Monsieur,men,85.0,https://www.fragrantica.com/perfume/Goutal/Eau-de-Monsieur-20449.html,duplicate (earlier occurrence)
Henry Jacques,Kavianca,women,84.0,https://www.fragrantica.com/perfume/Henry-Jacques/Kavianca-43756.html,duplicate (earlier occurrence)
Hunca,Caldion Jeans,women,90.0,https://www.fragrantica.com/perfume/Hunca/Caldion-Jeans-36432.html,duplicate (earlier occurrence)
Houbigant,Essence Rare,women,89.0,https://www.fragrantica.com/perfume/Houbigant/Essence-Rare-18758.html,duplicate (earlier occurrence)
In The Box,Codice Uno,men,75.0,https://www.fragrantica.com/perfume/In-The-Box/Codice-Uno-88086.html,duplicate (earlier occurrence)
Infiniment Coty Paris,Encore Une Fois,unisex,85.0,https://www.fragrantica.com/perfume/Infiniment-Coty-Paris/Encore-Une-Fois-90588.html,duplicate (earlier occurrence)
Jacques Fath,Green Water,men,83.0,https://www.fragrantica.com/perfume/Jacques-Fath/Green-Water-5115.html,duplicate (earlier occurrence)
Jardins d Ecrivains,Ajar,unisex,80.0,https://www.fragrantica.com/perfume/Jardins-d-Ecrivains/Ajar-46509.html,duplicate (earlier occurrence)
Jardins d Ecrivains,George,unisex,79.0,https://www.fragrantica.com/perfume/Jardins-d-Ecrivains/George-16868.html,duplicate (earlier occurrence)
Jardins d Ecrivains,Gigi,women,75.0,https://www.fragrantica.com/perfume/Jardins-d-Ecrivains/Gigi-18751.html,duplicate (earlier occurrence)
Jardins d Ecrivains,Junky,unisex,74.0,https://www.fragrantica.com/perfume/Jardins-d-Ecrivains/Junky-24628.html,duplicate (earlier occurrence)
Jardins d Ecrivains,La Dame aux Camelias Night Cologne,women,77.0,https://www.fragrantica.com/perfume/Jardins-d-Ecrivains/La-Dame-aux-Camelias-Night-Cologne-18752.html,duplicate (earlier occurrence)
Jardins d Ecrivains,Marlowe,women,79.0,https://www.fragrantica.com/perfume/Jardins-d-Ecrivains/Marlowe-30245.html,duplicate (earlier occurrence)
Jardins d Ecrivains,Orlando,unisex,72.0,https://www.fragrantica.com/perfume/Jardins-d-Ecrivains/Orlando-18753.html,duplicate (earlier occurrence)
Jardins d Ecrivains,Peau d Anne,unisex,84.0,https://www.fragrantica.com/perfume/Jardins-d-Ecrivains/Peau-d-Anne-79290.html,duplicate (earlier occurrence)
Jardins d Ecrivains,Wilde,unisex,72.0,https://www.fragrantica.com/perfume/Jardins-d-Ecrivains/Wilde-18754.html,duplicate (earlier occurrence)
Jardins d Ecrivains,Alcools,unisex,79.0,https://www.fragrantica.com/perfume/Jardins-d-Ecrivains/Alcools-52148.html,duplicate (earlier occurrence)
Jardins d Ecrivains,Exil,unisex,79.0,https://www.fragrantica.com/perfume/Jardins-d-Ecrivains/Exil-52151.html,duplicate (earlier occurrence)
Jardins d Ecrivains,Howl,unisex,80.0,https://www.fragrantica.com/perfume/Jardins-d-Ecrivains/Howl-52153.html,duplicate (earlier occurrence)
Jardins d Ecrivains,Loy,unisex,85.0,https://www.fragrantica.com/perfume/Jardins-d-Ecrivains/Loy-75656.html,duplicate (earlier occurrence)
Jardins d Ecrivains,Zorba,unisex,85.0,https://www.fragrantica.com/perfume/Jardins-d-Ecrivains/Zorba-67082.html,duplicate (earlier occurrence)
Jardins d Ecrivains,L Eau de Louys,unisex,80.0,https://www.fragrantica.com/perfume/Jardins-d-Ecrivains/L-Eau-de-Louys-54981.html,duplicate (earlier occurrence)
Jardins d Ecrivains,L Eau de Tagore,unisex,67.0,https://www.fragrantica.com/perfume/Jardins-d-Ecrivains/L-Eau-de-Tagore-54979.html,duplicate (earlier occurrence)
Jardins d Ecrivains,L Eau de Taipi,unisex,71.0,https://www.fragrantica.com/perfume/Jardins-d-Ecrivains/L-Eau-de-Taipi-63826.html,duplicate (earlier occurrence)
Jardins d Ecrivains,L Eau De Kakuzo Jade Dew,unisex,77.0,https://www.fragrantica.com/perfume/Jardins-d-Ecrivains/L-Eau-De-Kakuzo-Jade-Dew-49093.html,duplicate (earlier occurrence)
Jardins d Ecrivains,L Eau De Leopardi Verbena Spritz,unisex,95.0,https://www.fragrantica.com/perfume/Jardins-d-Ecrivains/L-Eau-De-Leopardi-Verbena-Spritz-49092.html,duplicate (earlier occurrence)
Jardins d Ecrivains,L Eau De Marceline Floral Infusion,unisex,67.0,https://www.fragrantica.com/perfume/Jardins-d-Ecrivains/L-Eau-De-Marceline-Floral-Infusion-49091.html,duplicate (earlier occurrence)
Jardins d Ecrivains,Splash Cologne Eau de Blixen,unisex,,https://www.fragrantica.com/perfume/Jardins-d-Ecrivains/Splash-Cologne-Eau-de-Blixen-66299.html,duplicate (earlier occurrence)
Jivago,24K,women,82.0,https://www.fragrantica.com/perfume/Jivago/24K-22182.html,duplicate (earlier occurrence)
Jivago,24K Gold,women,81.0,https://www.fragrantica.com/perfume/Jivago/24K-Gold-22183.html,duplicate (earlier occurrence)
Jivago,Connect,women,76.0,https://www.fragrantica.com/perfume/Jivago/Connect-22346.html,duplicate (earlier occurrence)
Jivago,Golden Elements,women,87.0,https://www.fragrantica.com/perfume/Jivago/Golden-Elements-35641.html,duplicate (earlier occurrence)
Jivago,Golden Sunrise,women,,https://www.fragrantica.com/perfume/Jivago/Golden-Sunrise-66283.html,duplicate (earlier occurrence)
Jivago,Golden Sunset,men,,https://www.fragrantica.com/perfume/Jivago/Golden-Sunset-66264.html,duplicate (earlier occurrence)
Jivago,Magnetic Gold,men,91.0,https://www.fragrantica.com/perfume/Jivago/Magnetic-Gold-66260.html,duplicate (earlier occurrence)
Jivago,Millennium Hope,men,77.0,https://www.fragrantica.com/perfume/Jivago/Millennium-Hope-22349.html,duplicate (earlier occurrence)
Jivago,Or Pur,women,,https://www.fragrantica.com/perfume/Jivago/Or-Pur-66284.html,duplicate (earlier occurrence)
Jivago,White Gold,men,75.0,https://www.fragrantica.com/perfume/Jivago/White-Gold-22188.html,duplicate (earlier occurrence)
John Varvatos,John Varvatos,men,84.0,https://www.fragrantica.com/perfume/John-Varvatos/John-Varvatos-2355.html,duplicate (earlier occurrence)
Jean Pierre Sand,Merveille Paris,women,80.0,https://www.fragrantica.com/perfume/Jean-Pierre-Sand/Merveille-Paris-27630.html,duplicate (earlier occurrence)
Jean Pierre Sand,Smart Phone White Edition,women,,https://www.fragrantica.com/perfume/Jean-Pierre-Sand/Smart-Phone-White-Edition-27905.html,duplicate (earlier occurrence)
Junaid Jamshed,Wasim Akram 502,men,84.0,https://www.fragrantica.com/perfume/Junaid-Jamshed/Wasim-Akram-502-46267.html,duplicate (earlier occurrence)
Karen Low,X Bright,men,70.0,https://www.fragrantica.com/perfume/Karen-Low/X-Bright-40220.html,duplicate (earlier occurrence)
Korres,L eau de Parfum 20,women,82.0,https://www.fragrantica.com/perfume/Korres/L-eau-de-Parfum-20-41274.html,duplicate (earlier occurrence)
L Occitane en Provence,Ambre,women,89.0,https://www.fragrantica.com/perfume/L-Occitane-en-Provence/Ambre-2027.html,duplicate (earlier occurrence)
L Occitane en Provence,Eau d Iparie,women,86.0,https://www.fragrantica.com/perfume/L-Occitane-en-Provence/Eau-d-Iparie-2229.html,duplicate (earlier occurrence)
L Occitane en Provence,Eau des 4 Voleurs,men,86.0,https://www.fragrantica.com/perfume/L-Occitane-en-Provence/Eau-des-4-Voleurs-2031.html,duplicate (earlier occurrence)
L Occitane en Provence,Arlesienne,women,81.0,https://www.fragrantica.com/perfume/L-Occitane-en-Provence/Arlesienne-27954.html,duplicate (earlier occurrence)
L Occitane Au Bresil,Abraco a Dois,women,80.0,https://www.fragrantica.com/perfume/L-Occitane-Au-Bresil/Abraco-a-Dois-54612.html,duplicate (earlier occurrence)
La Maison de la Vanille,Royal Oud,unisex,70.0,https://www.fragrantica.com/perfume/La-Maison-de-la-Vanille/Royal-Oud-16486.html,duplicate (earlier occurrence)
Laurent Mazzone Parfums,Epine Mortelle,unisex,75.0,https://www.fragrantica.com/perfume/Laurent-Mazzone-Parfums/Epine-Mortelle-82573.html,duplicate (earlier occurrence)
Linn Young,Fashion Provo,men,64.0,https://www.fragrantica.com/perfume/Linn-Young/Fashion-Provo-21233.html,duplicate (earlier occurrence)
Lonkoom Parfum,In Heart,men,67.0,https://www.fragrantica.com/perfume/Lonkoom-Parfum/In-Heart-70531.html,duplicate (earlier occurrence)
Lonkoom Parfum,Lenience,women,72.0,https://www.fragrantica.com/perfume/Lonkoom-Parfum/Lenience-38769.html,duplicate (earlier occurrence)
Lonkoom Parfum,24K Pure Gold,women,83.0,https://www.fragrantica.com/perfume/Lonkoom-Parfum/24K-Pure-Gold-70028.html,duplicate (earlier occurrence)
Liz Claiborne,Curve Wave,women,79.0,https://www.fragrantica.com/perfume/Liz-Claiborne/Curve-Wave-9609.html,duplicate (earlier occurrence)
Liz Claiborne,Lucky You,women,78.0,https://www.fragrantica.com/perfume/Liz-Claiborne/Lucky-You-8971.html,duplicate (earlier occurrence)
Lubin,Kismet,unisex,92.0,https://www.fragrantica.com/perfume/Lubin/Kismet-40459.html,duplicate (earlier occurrence)
Lvnea,Ghost Pine,unisex,86.0,https://www.fragrantica.com/perfume/Lvnea/Ghost-Pine-52455.html,duplicate (earlier occurrence)
MAC,Turquatic,women,80.0,https://www.fragrantica.com/perfume/MAC/Turquatic-6198.html,duplicate (earlier occurrence)
Maissa Parfums,Jardin d Essai,unisex,76.0,https://www.fragrantica.com/perfume/Maissa-Parfums/Jardin-d-Essai-68573.html,duplicate (earlier occurrence)
Majid Muzaffar Iterji,Al Berwaz,men,40.0,https://www.fragrantica.com/perfume/Majid-Muzaffar-Iterji/Al-Berwaz-29510.html,duplicate (earlier occurrence)
Majid Muzaffar Iterji,Mukhallat Kiswat Al Kaaba,unisex,80.0,https://www.fragrantica.com/perfume/Majid-Muzaffar-Iterji/Mukhallat-Kiswat-Al-Kaaba-29523.html,duplicate (earlier occurrence)
Majid Muzaffar Iterji,Sahara,women,,https://www.fragrantica.com/perfume/Majid-Muzaffar-Iterji/Sahara-29688.html,duplicate (earlier occurrence)
Molinard,Heliotrope,women,81.0,https://www.fragrantica.com/perfume/Molinard/Heliotrope-19373.html,duplicate (earlier occurrence)
Molinard,Patchouli Intense,women,85.0,https://www.fragrantica.com/perfume/Molinard/Patchouli-Intense-10812.html,duplicate (earlier occurrence)
Molinard,Rose Turkia,unisex,80.0,https://www.fragrantica.com/perfume/Molinard/Rose-Turkia-37892.html,duplicate (earlier occurrence)
Molinard,Campus,unisex,59.0,https://www.fragrantica.com/perfume/Molinard/Campus-75864.html,duplicate (earlier occurrence)
Molinard,Madrigal,unisex,78.0,https://www.fragrantica.com/perfume/Molinard/Madrigal-75867.html,duplicate (earlier occurrence)
Molinard,Mirea,unisex,79.0,https://www.fragrantica.com/perfume/Molinard/Mirea-75866.html,duplicate (earlier occurrence)
Molinard,MM,unisex,72.0,https://www.fragrantica.com/perfume/Molinard/MM-75868.html,duplicate (earlier occurrence)
Molinard,Vents et Marees,unisex,75.0,https://www.fragrantica.com/perfume/Molinard/Vents-et-Marees-75865.html,duplicate (earlier occurrence)
Molinard,Lavande,unisex,77.0,https://www.fragrantica.com/perfume/Molinard/Lavande-6239.html,duplicate (earlier occurrence)
Molinard,Muguet,women,82.0,https://www.fragrantica.com/perfume/Molinard/Muguet-19374.html,duplicate (earlier occurrence)
Molinard,Patchouli,women,70.0,https://www.fragrantica.com/perfume/Molinard/Patchouli-30431.html,duplicate (earlier occurrence)
Molinard,Vanille,women,77.0,https://www.fragrantica.com/perfume/Molinard/Vanille-30430.html,duplicate (earlier occurrence)
Molinard,Molinard de Molinard,women,79.0,https://www.fragrantica.com/perfume/Molinard/Molinard-de-Molinard-3933.html,duplicate (earlier occurrence)
Molinard,Nirmala,women,80.0,https://www.fragrantica.com/perfume/Molinard/Nirmala-6228.html,duplicate (earlier occurrence)
Molton Brown,Rose Dunes,unisex,85.0,https://www.fragrantica.com/perfume/Molton-Brown/Rose-Dunes-73499.html,duplicate (earlier occurrence)
Molton Brown,Wild Mint Lavandin,unisex,80.0,https://www.fragrantica.com/perfume/Molton-Brown/Wild-Mint-Lavandin-85351.html,duplicate (earlier occurrence)
MPF,Ferocious,men,100.0,https://www.fragrantica.com/perfume/MPF/Ferocious-36686.html,duplicate (earlier occurrence)
MPF,Virtuel,women,80.0,https://www.fragrantica.com/perfume/MPF/Virtuel-36709.html,duplicate (earlier occurrence)
Myrurgia,Yacht Man Esencia,men,60.0,https://www.fragrantica.com/perfume/Myrurgia/Yacht-Man-Esencia-63703.html,duplicate (earlier occurrence)
Antonio Puig,Agua Lavanda,unisex,86.0,https://www.fragrantica.com/perfume/Antonio-Puig/Agua-Lavanda-26273.html,duplicate (earlier occurrence)
Aromatic Families,Patchouli,unisex,80.0,https://www.fragrantica.com/perfume/Aromatic-Families/Patchouli-76388.html,duplicate (earlier occurrence)
Nadia Z,Camino de Azahar,women,,https://www.fragrantica.com/perfume/Nadia-Z/Camino-de-Azahar-39896.html,duplicate (earlier occurrence)
Nadia Z,Mar de Cadiz,unisex,60.0,https://www.fragrantica.com/perfume/Nadia-Z/Mar-de-Cadiz-39895.html,duplicate (earlier occurrence)
Nadia Z,Japanese Spring,women,40.0,https://www.fragrantica.com/perfume/Nadia-Z/Japanese-Spring-39898.html,duplicate (earlier occurrence)
Nadia Z,Espiritu Pirata,men,78.0,https://www.fragrantica.com/perfume/Nadia-Z/Espiritu-Pirata-39909.html,duplicate (earlier occurrence)
Nabeel,Raunaq,men,76.0,https://www.fragrantica.com/perfume/Nabeel/Raunaq-33318.html,duplicate (earlier occurrence)
Nabeel,Ma Alaina,unisex,50.0,https://www.fragrantica.com/perfume/Nabeel/Ma-Alaina-77550.html,duplicate (earlier occurrence)
Nike,Nike Casual,women,77.0,https://www.fragrantica.com/perfume/Nike/Nike-Casual-21441.html,duplicate (earlier occurrence)
Nike,Nike Extreme,men,82.0,https://www.fragrantica.com/perfume/Nike/Nike-Extreme-21434.html,duplicate (earlier occurrence)
Nike,Nike Fission,men,80.0,https://www.fragrantica.com/perfume/Nike/Nike-Fission-21423.html,duplicate (earlier occurrence)
Nike,Nike Original,men,86.0,https://www.fragrantica.com/perfume/Nike/Nike-Original-21421.html,duplicate (earlier occurrence)
Nike,Nike Pure,men,70.0,https://www.fragrantica.com/perfume/Nike/Nike-Pure-21446.html,duplicate (earlier occurrence)
Nike,Nike Up or Down,men,81.0,https://www.fragrantica.com/perfume/Nike/Nike-Up-or-Down-21433.html,duplicate (earlier occurrence)
Nike,Nike Urban Musk,men,80.0,https://www.fragrantica.com/perfume/Nike/Nike-Urban-Musk-21449.html,duplicate (earlier occurrence)
Perfume and Skin,Trigger,men,100.0,https://www.fragrantica.com/perfume/Perfume-and-Skin/Trigger-31154.html,duplicate (earlier occurrence)
Perfumer s Workshop,Samba Sexy,men,85.0,https://www.fragrantica.com/perfume/Perfumer-s-Workshop/Samba-Sexy-30340.html,duplicate (earlier occurrence)
Perfumer s Workshop,Samba Sun,women,69.0,https://www.fragrantica.com/perfume/Perfumer-s-Workshop/Samba-Sun-30310.html,duplicate (earlier occurrence)
Perfumer s Workshop,Samba Super,women,87.0,https://www.fragrantica.com/perfume/Perfumer-s-Workshop/Samba-Super-30311.html,duplicate (earlier occurrence)
Pierre Balmain,Eau d Ivoire,women,73.0,https://www.fragrantica.com/perfume/Pierre-Balmain/Eau-d-Ivoire-3815.html,duplicate (earlier occurrence)
Pierre Balmain,Monsieur Balmain,men,85.0,https://www.fragrantica.com/perfume/Pierre-Balmain/Monsieur-Balmain-3819.html,duplicate (earlier occurrence)
Pierre Balmain,Vent Vert,women,82.0,https://www.fragrantica.com/perfume/Pierre-Balmain/Vent-Vert-3820.html,duplicate (earlier occurrence)
Princesse Marina De Bourbon,Notre Dame,men,20.0,https://www.fragrantica.com/perfume/Princesse-Marina-De-Bourbon/Notre-Dame-19412.html,duplicate (earlier occurrence)
Reyane Tradition,Acqua Di Parisis Milano,men,85.0,https://www.fragrantica.com/perfume/Reyane-Tradition/Acqua-Di-Parisis-Milano-30731.html,duplicate (earlier occurrence)
Reyane Tradition,Acqua Di Parisis Roma,men,60.0,https://www.fragrantica.com/perfume/Reyane-Tradition/Acqua-Di-Parisis-Roma-30733.html,duplicate (earlier occurrence)
Reyane Tradition,Acqua Di Parisis Venizia,women,91.0,https://www.fragrantica.com/perfume/Reyane-Tradition/Acqua-Di-Parisis-Venizia-30701.html,duplicate (earlier occurrence)
Reyane Tradition,Dream,men,,https://www.fragrantica.com/perfume/Reyane-Tradition/Dream-30730.html,duplicate (earlier occurrence)
Reyane Tradition,Insurrection,women,76.0,https://www.fragrantica.com/perfume/Reyane-Tradition/Insurrection-30703.html,duplicate (earlier occurrence)
Reyane Tradition,Reyane,men,63.0,https://www.fragrantica.com/perfume/Reyane-Tradition/Reyane-30725.html,duplicate (earlier occurrence)
Rook Perfumes,Amber,unisex,72.0,https://www.fragrantica.com/perfume/Rook-Perfumes/Amber-62277.html,duplicate (earlier occurrence)
Rook Perfumes,Suede,unisex,61.0,https://www.fragrantica.com/perfume/Rook-Perfumes/Suede-62279.html,duplicate (earlier occurrence)
Rook Perfumes,Thurible,unisex,76.0,https://www.fragrantica.com/perfume/Rook-Perfumes/Thurible-62278.html,duplicate (earlier occurrence)
Rogue Perfumery,Vetifleur,unisex,78.0,https://www.fragrantica.com/perfume/Rogue-Perfumery/Vetifleur-70951.html,duplicate (earlier occurrence)
Roberto Capucci,Nuance,men,75.0,https://www.fragrantica.com/perfume/Roberto-Capucci/Nuance-9540.html,duplicate (earlier occurrence)
Strangers Parfumerie,Cigar Rum Intense,unisex,82.0,https://www.fragrantica.com/perfume/Strangers-Parfumerie/Cigar-Rum-Intense-58535.html,duplicate (earlier occurrence)
Sweet Essentials,Berries Cream,unisex,100.0,https://www.fragrantica.com/perfume/Sweet-Essentials/Berries-Cream-59991.html,duplicate (earlier occurrence)
Sweet Essentials,Pumpkin Coconut Cream,unisex,60.0,https://www.fragrantica.com/perfume/Sweet-Essentials/Pumpkin-Coconut-Cream-59966.html,duplicate (earlier occurrence)
Sweet Essentials,Sweet Fig Harvest,unisex,100.0,https://www.fragrantica.com/perfume/Sweet-Essentials/Sweet-Fig-Harvest-59862.html,duplicate (earlier occurrence)
Suhad Perfumes,Bukhoor,unisex,44.0,https://www.fragrantica.com/perfume/Suhad-Perfumes/Bukhoor-18327.html,duplicate (earlier occurrence)
The Body Shop,British Rose,women,80.0,https://www.fragrantica.com/perfume/The-Body-Shop/British-Rose-35704.html,duplicate (earlier occurrence)
The Body Shop,Fuji Green Tea,unisex,81.0,https://www.fragrantica.com/perfume/The-Body-Shop/Fuji-Green-Tea-30824.html,duplicate (earlier occurrence)
The Body Shop,Indian Night Jasmine Perfume Oil,unisex,,https://www.fragrantica.com/perfume/The-Body-Shop/Indian-Night-Jasmine-Perfume-Oil-90603.html,duplicate (earlier occurrence)
The Body Shop,Moringa,unisex,81.0,https://www.fragrantica.com/perfume/The-Body-Shop/Moringa-17144.html,duplicate (earlier occurrence)
The Body Shop,Sakura No Ki Flor de Cerejeira,women,86.0,https://www.fragrantica.com/perfume/The-Body-Shop/Sakura-No-Ki-Flor-de-Cerejeira-66367.html,duplicate (earlier occurrence)
The Body Shop,Shea,unisex,83.0,https://www.fragrantica.com/perfume/The-Body-Shop/Shea-17143.html,duplicate (earlier occurrence)
The Body Shop,Strawberry,women,75.0,https://www.fragrantica.com/perfume/The-Body-Shop/Strawberry-17139.html,duplicate (earlier occurrence)
The Body Shop,Vanilla,women,82.0,https://www.fragrantica.com/perfume/The-Body-Shop/Vanilla-3337.html,duplicate (earlier occurrence)
The Dua Brand,Alexandra Short,women,80.0,https://www.fragrantica.com/perfume/The-Dua-Brand/Alexandra-Short-74537.html,duplicate (earlier occurrence)
The Dua Brand,Caramel Pomme Delight,unisex,93.0,https://www.fragrantica.com/perfume/The-Dua-Brand/Caramel-Pomme-Delight-65898.html,duplicate (earlier occurrence)
The Dua Brand,Dua s Suede,unisex,75.0,https://www.fragrantica.com/perfume/The-Dua-Brand/Dua-s-Suede-69633.html,duplicate (earlier occurrence)
Yves de Sistelle,Elegance,women,95.0,https://www.fragrantica.com/perfume/Yves-de-Sistelle/Elegance-19712.html,duplicate (earlier occurrence)
Yves de Sistelle,Ivanhoe,men,82.0,https://www.fragrantica.com/perfume/Yves-de-Sistelle/Ivanhoe-19730.html,duplicate (earlier occurrence)
Velvet Sweet Pea s Purrfumery,Black Cat,unisex,84.0,https://www.fragrantica.com/perfume/Velvet-Sweet-Pea-s-Purrfumery/Black-Cat-32444.html,duplicate (earlier occurrence)
Velvet Sweet Pea s Purrfumery,Highway,unisex,93.0,https://www.fragrantica.com/perfume/Velvet-Sweet-Pea-s-Purrfumery/Highway-39793.html,duplicate (earlier occurrence)
Velvet Sweet Pea s Purrfumery,Honey,women,84.0,https://www.fragrantica.com/perfume/Velvet-Sweet-Pea-s-Purrfumery/Honey-16645.html,duplicate (earlier occurrence)
Yardley,Bond St,women,92.0,https://www.fragrantica.com/perfume/Yardley/Bond-St-38193.html,duplicate (earlier occurrence)
Yardley,Bond Street No 33,women,93.0,https://www.fragrantica.com/perfume/Yardley/Bond-Street-No-33-41134.html,duplicate (earlier occurrence)
Yardley,Diamond,women,84.0,https://www.fragrantica.com/perfume/Yardley/Diamond-26516.html,duplicate (earlier occurrence)
Just Scent,Strawberry Cake,unisex,100.0,https://www.fragrantica.com/perfume/Just-Scent/Strawberry-Cake-60914.html,duplicate (earlier occurrence)
Kiko Milano,Fire Temptation,women,,https://www.fragrantica.com/perfume/Kiko-Milano/Fire-Temptation-73961.html,duplicate (earlier occurrence)
Kiko Milano,Flowers Freedom,women,,https://www.fragrantica.com/perfume/Kiko-Milano/Flowers-Freedom-73960.html,duplicate (earlier occurrence)
Kiko Milano,Romance Desire,women,100.0,https://www.fragrantica.com/perfume/Kiko-Milano/Romance-Desire-73963.html,duplicate (earlier occurrence)
Kiko Milano,Water Innocence,women,53.0,https://www.fragrantica.com/perfume/Kiko-Milano/Water-Innocence-71693.html,duplicate (earlier occurrence)
Lanvin,Eclat d Arpege,women,74.0,https://www.fragrantica.com/perfume/Lanvin/Eclat-d-Arpege-9110.html,duplicate (earlier occurrence)
Ulric de Varens,Candy Dream,women,70.0,https://www.fragrantica.com/perfume/Ulric-de-Varens/Candy-Dream-56117.html,duplicate (earlier occurrence)
Ulric de Varens,Musk Sexy,women,81.0,https://www.fragrantica.com/perfume/Ulric-de-Varens/Musk-Sexy-56120.html,duplicate (earlier occurrence)
Ulric de Varens,Vanilla Darling,women,79.0,https://www.fragrantica.com/perfume/Ulric-de-Varens/Vanilla-Darling-56116.html,duplicate (earlier occurrence)
TRNP,Blossom,unisex,82.0,https://www.fragrantica.com/perfume/TRNP/Blossom-45622.html,duplicate (earlier occurrence)
TRNP,Pagan,unisex,88.0,https://www.fragrantica.com/perfume/TRNP/Pagan-45673.html,duplicate (earlier occurrence)
TRNP,Sylvana,unisex,100.0,https://www.fragrantica.com/perfume/TRNP/Sylvana-51948.html,duplicate (earlier occurrence)
Tom Tailor,Tom Tailor College Sport Man,women,75.0,https://www.fragrantica.com/perfume/Tom-Tailor/Tom-Tailor-College-Sport-Man-27499.html,duplicate (earlier occurrence)
Tom Tailor,Unified,women,80.0,https://www.fragrantica.com/perfume/Tom-Tailor/Unified-90010.html,duplicate (earlier occurrence)
Thameen,Amber Room,unisex,78.0,https://www.fragrantica.com/perfume/Thameen/Amber-Room-49690.html,duplicate (earlier occurrence)
Thameen,Blue Heart,unisex,100.0,https://www.fragrantica.com/perfume/Thameen/Blue-Heart-94835.html,duplicate (earlier occurrence)
Thameen,Carved Oud,unisex,82.0,https://www.fragrantica.com/perfume/Thameen/Carved-Oud-49688.html,duplicate (earlier occurrence)
Thameen,Peacock Throne,unisex,77.0,https://www.fragrantica.com/perfume/Thameen/Peacock-Throne-49691.html,duplicate (earlier occurrence)
Thameen,Riviere,unisex,83.0,https://www.fragrantica.com/perfume/Thameen/Riviere-49689.html,duplicate (earlier occurrence)
Thameen,The Cora,unisex,74.0,https://www.fragrantica.com/perfume/Thameen/The-Cora-55051.html,duplicate (earlier occurrence)
Springfield,Like Squad,men,60.0,https://www.fragrantica.com/perfume/Springfield/Like-Squad-54123.html,duplicate (earlier occurrence)
So,Fresh Floral,women,57.0,https://www.fragrantica.com/perfume/So/Fresh-Floral-66227.html,duplicate (earlier occurrence)
So,Pink Grapefruit,women,81.0,https://www.fragrantica.com/perfume/So/Pink-Grapefruit-73406.html,duplicate (earlier occurrence)
So,Vanilla,women,78.0,https://www.fragrantica.com/perfume/So/Vanilla-66216.html,duplicate (earlier occurrence)
So,Wild Berries,women,77.0,https://www.fragrantica.com/perfume/So/Wild-Berries-73404.html,duplicate (earlier occurrence)
Smell Bent,Pere Noel Coward,unisex,82.0,https://www.fragrantica.com/perfume/Smell-Bent/Pere-Noel-Coward-7693.html,duplicate (earlier occurrence)
Signature Fragrances,Woody Conjure,men,89.0,https://www.fragrantica.com/perfume/Signature-Fragrances/Woody-Conjure-29065.html,duplicate (earlier occurrence)
Sapil,Passion,men,72.0,https://www.fragrantica.com/perfume/Sapil/Passion-25549.html,duplicate (earlier occurrence)
Sapil,Voice,women,100.0,https://www.fragrantica.com/perfume/Sapil/Voice-25556.html,duplicate (earlier occurrence)
Sapil,Chichi,men,79.0,https://www.fragrantica.com/perfume/Sapil/Chichi-25559.html,duplicate (earlier occurrence)
Sapil,Lumio,men,,https://www.fragrantica.com/perfume/Sapil/Lumio-25536.html,duplicate (earlier occurrence)
Sapil,Merci,women,80.0,https://www.fragrantica.com/perfume/Sapil/Merci-25535.html,duplicate (earlier occurrence)
Sapil,Virtual,men,65.0,https://www.fragrantica.com/perfume/Sapil/Virtual-25544.html,duplicate (earlier occurrence)
Police,To Be Tattooart,men,77.0,https://www.fragrantica.com/perfume/Police/To-Be-Tattooart-47138.html,duplicate (earlier occurrence)
s Oliver,Superior,men,80.0,https://www.fragrantica.com/perfume/s-Oliver/Superior-9742.html,duplicate (earlier occurrence)
Rue21,Revert Eco,women,81.0,https://www.fragrantica.com/perfume/Rue21/Revert-Eco-11862.html,duplicate (earlier occurrence)
Rue21,Rue,men,73.0,https://www.fragrantica.com/perfume/Rue21/Rue-11867.html,duplicate (earlier occurrence)
Prudence Paris,No 1,unisex,73.0,https://www.fragrantica.com/perfume/Prudence-Paris/No-1-31234.html,duplicate (earlier occurrence)
Prudence Paris,No 2,unisex,80.0,https://www.fragrantica.com/perfume/Prudence-Paris/No-2-31235.html,duplicate (earlier occurrence)
Prudence Paris,No 3,unisex,94.0,https://www.fragrantica.com/perfume/Prudence-Paris/No-3-31236.html,duplicate (earlier occurrence)
Prudence Paris,No 4,unisex,100.0,https://www.fragrantica.com/perfume/Prudence-Paris/No-4-31237.html,duplicate (earlier occurrence)
Prudence Paris,No 5,unisex,82.0,https://www.fragrantica.com/perfume/Prudence-Paris/No-5-31238.html,duplicate (earlier occurrence)
